SampleID,A type,B type
train104,Numerical,Numerical
train105,Numerical,Numerical
train106,Numerical,Numerical
train107,Numerical,Numerical
train108,Numerical,Numerical
train109,Numerical,Numerical
train110,Numerical,Numerical
train111,Numerical,Numerical
train112,Numerical,Numerical
train113,Numerical,Numerical
train114,Numerical,Numerical
train115,Numerical,Numerical
train116,Numerical,Numerical
train117,Numerical,Numerical
train118,Numerical,Numerical
train119,Numerical,Numerical
train120,Numerical,Numerical
train121,Numerical,Numerical
train122,Numerical,Numerical
train123,Numerical,Numerical
train124,Numerical,Numerical
train125,Numerical,Numerical
train126,Numerical,Numerical
train127,Numerical,Numerical
train128,Numerical,Numerical
train129,Numerical,Numerical
train130,Numerical,Numerical
train131,Numerical,Numerical
train132,Numerical,Numerical
train133,Numerical,Numerical
train134,Numerical,Numerical
train135,Numerical,Numerical
train136,Numerical,Numerical
train137,Numerical,Numerical
train138,Numerical,Numerical
train139,Numerical,Numerical
train140,Numerical,Numerical
train141,Numerical,Numerical
train142,Numerical,Numerical
train143,Numerical,Numerical
train144,Numerical,Numerical
train145,Numerical,Numerical
train146,Numerical,Numerical
train147,Numerical,Numerical
train148,Numerical,Numerical
train149,Numerical,Numerical
train150,Numerical,Numerical
train151,Numerical,Numerical
train152,Numerical,Numerical
train153,Numerical,Numerical
train154,Numerical,Numerical
train155,Numerical,Numerical
train156,Numerical,Numerical
train157,Numerical,Numerical
train158,Numerical,Numerical
train159,Numerical,Numerical
train160,Numerical,Numerical
train161,Numerical,Numerical
train162,Numerical,Numerical
train163,Numerical,Numerical
train164,Numerical,Numerical
train165,Numerical,Numerical
train166,Numerical,Numerical
train167,Numerical,Numerical
train168,Numerical,Numerical
train169,Numerical,Numerical
train170,Numerical,Numerical
train171,Numerical,Numerical
train172,Numerical,Numerical
train173,Numerical,Numerical
train174,Numerical,Numerical
train175,Numerical,Numerical
train176,Numerical,Numerical
train177,Numerical,Numerical
train178,Numerical,Numerical
train179,Numerical,Numerical
train180,Numerical,Numerical
train181,Numerical,Numerical
train182,Numerical,Numerical
train183,Numerical,Numerical
train184,Numerical,Numerical
train185,Numerical,Numerical
train186,Numerical,Numerical
train187,Numerical,Numerical
train188,Numerical,Numerical
train189,Numerical,Numerical
train190,Numerical,Numerical
train191,Numerical,Numerical
train192,Numerical,Numerical
train193,Numerical,Numerical
train194,Numerical,Numerical
train195,Numerical,Numerical
train196,Numerical,Numerical
train197,Numerical,Numerical
train198,Numerical,Numerical
train199,Numerical,Numerical
train200,Numerical,Numerical
train201,Numerical,Numerical
train202,Numerical,Numerical
train203,Numerical,Numerical
train204,Numerical,Numerical
train205,Numerical,Numerical
train206,Numerical,Numerical
train207,Numerical,Numerical
train208,Numerical,Numerical
train209,Numerical,Numerical
train210,Numerical,Numerical
train211,Numerical,Numerical
train212,Numerical,Numerical
train213,Numerical,Numerical
train214,Numerical,Numerical
train215,Numerical,Numerical
train216,Numerical,Numerical
train217,Numerical,Numerical
train218,Numerical,Numerical
train219,Numerical,Numerical
train220,Numerical,Numerical
train221,Numerical,Numerical
train222,Numerical,Numerical
train223,Numerical,Numerical
train224,Numerical,Numerical
train225,Numerical,Numerical
train226,Numerical,Numerical
train227,Numerical,Numerical
train228,Numerical,Numerical
train229,Numerical,Numerical
train230,Numerical,Numerical
train231,Numerical,Numerical
train232,Numerical,Numerical
train233,Numerical,Numerical
train234,Numerical,Numerical
train235,Numerical,Numerical
train236,Numerical,Numerical
train237,Numerical,Numerical
train238,Numerical,Numerical
train239,Numerical,Numerical
train240,Numerical,Numerical
train241,Numerical,Numerical
train242,Numerical,Numerical
train243,Numerical,Numerical
train244,Numerical,Numerical
train245,Numerical,Numerical
train246,Numerical,Numerical
train247,Numerical,Numerical
train248,Numerical,Numerical
train249,Numerical,Numerical
train250,Numerical,Numerical
train251,Numerical,Numerical
train252,Numerical,Numerical
train253,Numerical,Numerical
train254,Numerical,Numerical
train255,Numerical,Numerical
train256,Numerical,Numerical
train257,Numerical,Numerical
train258,Numerical,Numerical
train259,Numerical,Numerical
train260,Numerical,Numerical
train261,Numerical,Numerical
train262,Numerical,Numerical
train263,Numerical,Numerical
train264,Numerical,Numerical
train265,Numerical,Numerical
train266,Numerical,Numerical
train267,Numerical,Numerical
train268,Numerical,Numerical
train269,Numerical,Numerical
train270,Numerical,Numerical
train271,Numerical,Numerical
train272,Numerical,Numerical
train273,Numerical,Numerical
train274,Numerical,Numerical
train275,Numerical,Numerical
train276,Numerical,Numerical
train277,Numerical,Numerical
train278,Numerical,Numerical
train279,Numerical,Numerical
train280,Numerical,Numerical
train281,Numerical,Numerical
train282,Numerical,Numerical
train283,Numerical,Numerical
train284,Numerical,Numerical
train285,Numerical,Numerical
train286,Numerical,Numerical
train287,Numerical,Numerical
train288,Numerical,Numerical
train289,Numerical,Numerical
train290,Numerical,Numerical
train291,Numerical,Numerical
train292,Numerical,Numerical
train293,Numerical,Numerical
train294,Numerical,Numerical
train295,Numerical,Numerical
train296,Numerical,Numerical
train297,Numerical,Numerical
train298,Numerical,Numerical
train299,Numerical,Numerical
train300,Numerical,Numerical
train301,Numerical,Numerical
train302,Numerical,Numerical
train303,Numerical,Numerical
train304,Numerical,Numerical
train305,Numerical,Numerical
train306,Numerical,Numerical
train307,Numerical,Numerical
train308,Numerical,Numerical
train309,Numerical,Numerical
train310,Numerical,Numerical
train311,Numerical,Numerical
train312,Numerical,Numerical
train313,Numerical,Numerical
train314,Numerical,Numerical
train315,Numerical,Numerical
train316,Numerical,Numerical
train317,Numerical,Numerical
train318,Numerical,Numerical
train319,Numerical,Numerical
train320,Numerical,Numerical
train321,Numerical,Numerical
train322,Numerical,Numerical
train323,Numerical,Numerical
train324,Numerical,Numerical
train325,Numerical,Numerical
train326,Numerical,Numerical
train327,Numerical,Numerical
train328,Numerical,Numerical
train329,Numerical,Numerical
train330,Numerical,Numerical
train331,Numerical,Numerical
train332,Numerical,Numerical
train333,Numerical,Numerical
train334,Numerical,Numerical
train335,Numerical,Numerical
train336,Numerical,Numerical
train337,Numerical,Numerical
train338,Numerical,Numerical
train339,Numerical,Numerical
train340,Numerical,Numerical
train341,Numerical,Numerical
train342,Numerical,Numerical
train343,Numerical,Numerical
train344,Numerical,Numerical
train345,Numerical,Numerical
train346,Numerical,Numerical
train347,Numerical,Numerical
train348,Numerical,Numerical
train349,Numerical,Numerical
train350,Numerical,Numerical
train351,Numerical,Numerical
train352,Numerical,Numerical
train353,Numerical,Numerical
train354,Numerical,Numerical
train355,Numerical,Numerical
train356,Numerical,Numerical
train357,Numerical,Numerical
train358,Numerical,Numerical
train359,Numerical,Numerical
train360,Numerical,Numerical
train361,Numerical,Numerical
train362,Numerical,Numerical
train363,Numerical,Numerical
train364,Numerical,Numerical
train365,Numerical,Numerical
train366,Numerical,Numerical
train367,Numerical,Numerical
train368,Numerical,Numerical
train369,Numerical,Numerical
train370,Numerical,Numerical
train371,Numerical,Numerical
train372,Numerical,Numerical
train373,Numerical,Numerical
train374,Numerical,Numerical
train375,Numerical,Numerical
train376,Numerical,Numerical
train377,Numerical,Numerical
train378,Numerical,Numerical
train379,Numerical,Numerical
train380,Numerical,Numerical
train381,Numerical,Numerical
train382,Numerical,Numerical
train383,Numerical,Numerical
train384,Numerical,Numerical
train385,Numerical,Numerical
train386,Numerical,Numerical
train387,Numerical,Numerical
train388,Numerical,Numerical
train389,Numerical,Numerical
train390,Numerical,Numerical
train391,Numerical,Numerical
train392,Numerical,Numerical
train393,Numerical,Numerical
train394,Numerical,Numerical
train395,Numerical,Numerical
train396,Numerical,Numerical
train397,Numerical,Numerical
train398,Numerical,Numerical
train399,Numerical,Numerical
train400,Numerical,Numerical
train401,Numerical,Numerical
train402,Numerical,Numerical
train403,Numerical,Numerical
train404,Numerical,Numerical
train405,Numerical,Numerical
train406,Numerical,Numerical
train407,Numerical,Numerical
train408,Numerical,Numerical
train409,Numerical,Numerical
train410,Numerical,Numerical
train411,Numerical,Numerical
train412,Numerical,Numerical
train413,Numerical,Numerical
train414,Numerical,Numerical
train415,Numerical,Numerical
train416,Numerical,Numerical
train417,Numerical,Numerical
train418,Numerical,Numerical
train419,Numerical,Numerical
train420,Numerical,Numerical
train421,Numerical,Numerical
train422,Numerical,Numerical
train423,Numerical,Numerical
train424,Numerical,Numerical
train425,Numerical,Numerical
train426,Numerical,Numerical
train427,Numerical,Numerical
train428,Numerical,Numerical
train429,Numerical,Numerical
train430,Numerical,Numerical
train431,Numerical,Numerical
train432,Numerical,Numerical
train433,Numerical,Numerical
train434,Numerical,Numerical
train435,Numerical,Numerical
train436,Numerical,Numerical
train437,Numerical,Numerical
train438,Numerical,Numerical
train439,Numerical,Numerical
train440,Numerical,Numerical
train441,Numerical,Numerical
train442,Numerical,Numerical
train443,Numerical,Numerical
train444,Numerical,Numerical
train445,Numerical,Numerical
train446,Numerical,Numerical
train447,Numerical,Numerical
train448,Numerical,Numerical
train449,Numerical,Numerical
train450,Numerical,Numerical
train451,Numerical,Numerical
train452,Numerical,Numerical
train453,Numerical,Numerical
train454,Numerical,Numerical
train455,Numerical,Numerical
train456,Numerical,Numerical
train457,Numerical,Numerical
train458,Numerical,Numerical
train459,Numerical,Numerical
train460,Numerical,Numerical
train461,Numerical,Numerical
train462,Numerical,Numerical
train463,Numerical,Numerical
train464,Numerical,Numerical
train465,Numerical,Numerical
train466,Numerical,Numerical
train467,Numerical,Numerical
train468,Numerical,Numerical
train469,Numerical,Numerical
train470,Numerical,Numerical
train471,Numerical,Numerical
train472,Numerical,Numerical
train473,Numerical,Numerical
train474,Numerical,Numerical
train475,Numerical,Numerical
train476,Numerical,Numerical
train477,Numerical,Numerical
train478,Numerical,Numerical
train479,Numerical,Numerical
train480,Numerical,Numerical
train481,Numerical,Numerical
train482,Numerical,Numerical
train483,Numerical,Numerical
train484,Numerical,Numerical
train485,Numerical,Numerical
train486,Numerical,Numerical
train487,Numerical,Numerical
train488,Numerical,Numerical
train489,Numerical,Numerical
train490,Numerical,Numerical
train491,Numerical,Numerical
train492,Numerical,Numerical
train493,Numerical,Numerical
train494,Numerical,Numerical
train495,Numerical,Numerical
train496,Numerical,Numerical
train497,Numerical,Numerical
train498,Numerical,Numerical
train499,Numerical,Numerical
train500,Numerical,Numerical
train501,Numerical,Numerical
train502,Numerical,Numerical
train503,Numerical,Numerical
train504,Numerical,Numerical
train505,Numerical,Numerical
train506,Numerical,Numerical
train507,Numerical,Numerical
train508,Numerical,Numerical
train509,Numerical,Numerical
train510,Numerical,Numerical
train511,Numerical,Numerical
train512,Numerical,Numerical
train513,Numerical,Numerical
train514,Numerical,Numerical
train515,Numerical,Numerical
train516,Numerical,Numerical
train517,Numerical,Numerical
train518,Numerical,Numerical
train519,Numerical,Numerical
train520,Numerical,Numerical
train521,Numerical,Numerical
train522,Numerical,Numerical
train523,Numerical,Numerical
train524,Numerical,Numerical
train525,Numerical,Numerical
train526,Numerical,Numerical
train527,Numerical,Numerical
train528,Numerical,Numerical
train529,Numerical,Numerical
train530,Numerical,Numerical
train531,Numerical,Numerical
train532,Numerical,Numerical
train533,Numerical,Numerical
train534,Numerical,Numerical
train535,Numerical,Numerical
train536,Numerical,Numerical
train537,Numerical,Numerical
train538,Numerical,Numerical
train539,Numerical,Numerical
train540,Numerical,Numerical
train541,Numerical,Numerical
train542,Numerical,Numerical
train543,Numerical,Numerical
train544,Numerical,Numerical
train545,Numerical,Numerical
train546,Numerical,Numerical
train547,Numerical,Numerical
train548,Numerical,Numerical
train549,Numerical,Numerical
train550,Numerical,Numerical
train551,Numerical,Numerical
train552,Numerical,Numerical
train553,Numerical,Numerical
train554,Numerical,Numerical
train555,Numerical,Numerical
train556,Numerical,Numerical
train557,Numerical,Numerical
train558,Numerical,Numerical
train559,Numerical,Numerical
train560,Numerical,Numerical
train561,Numerical,Numerical
train562,Numerical,Numerical
train563,Numerical,Numerical
train564,Numerical,Numerical
train565,Numerical,Numerical
train566,Numerical,Numerical
train567,Numerical,Numerical
train568,Numerical,Numerical
train569,Numerical,Numerical
train570,Numerical,Numerical
train571,Numerical,Numerical
train572,Numerical,Numerical
train573,Numerical,Numerical
train574,Numerical,Numerical
train575,Numerical,Numerical
train576,Numerical,Numerical
train577,Numerical,Numerical
train578,Numerical,Numerical
train579,Numerical,Numerical
train580,Numerical,Numerical
train581,Numerical,Numerical
train582,Numerical,Numerical
train583,Numerical,Numerical
train584,Numerical,Numerical
train585,Numerical,Numerical
train586,Numerical,Numerical
train587,Numerical,Numerical
train588,Numerical,Numerical
train589,Numerical,Numerical
train590,Numerical,Numerical
train591,Numerical,Numerical
train592,Numerical,Numerical
train593,Numerical,Numerical
train594,Numerical,Numerical
train595,Numerical,Numerical
train596,Numerical,Numerical
train597,Numerical,Numerical
train598,Numerical,Numerical
train599,Numerical,Numerical
train600,Numerical,Numerical
train601,Numerical,Numerical
train602,Numerical,Numerical
train603,Numerical,Numerical
train604,Numerical,Numerical
train605,Numerical,Numerical
train606,Numerical,Numerical
train607,Numerical,Numerical
train608,Numerical,Numerical
train609,Numerical,Numerical
train610,Numerical,Numerical
train611,Numerical,Numerical
train612,Numerical,Numerical
train613,Numerical,Numerical
train614,Numerical,Numerical
train615,Numerical,Numerical
train616,Numerical,Numerical
train617,Numerical,Numerical
train618,Numerical,Numerical
train619,Numerical,Numerical
train620,Numerical,Numerical
train621,Numerical,Numerical
train622,Numerical,Numerical
train623,Numerical,Numerical
train624,Numerical,Numerical
train625,Numerical,Numerical
train626,Numerical,Numerical
train627,Numerical,Numerical
train628,Numerical,Numerical
train629,Numerical,Numerical
train630,Numerical,Numerical
train631,Numerical,Numerical
train632,Numerical,Numerical
train633,Numerical,Numerical
train634,Numerical,Numerical
train635,Numerical,Numerical
train636,Numerical,Numerical
train637,Numerical,Numerical
train638,Numerical,Numerical
train639,Numerical,Numerical
train640,Numerical,Numerical
train641,Numerical,Numerical
train642,Numerical,Numerical
train643,Numerical,Numerical
train644,Numerical,Numerical
train645,Numerical,Numerical
train646,Numerical,Numerical
train647,Numerical,Numerical
train648,Numerical,Numerical
train649,Numerical,Numerical
train650,Numerical,Numerical
train651,Numerical,Numerical
train652,Numerical,Numerical
train653,Numerical,Numerical
train654,Numerical,Numerical
train655,Numerical,Numerical
train656,Numerical,Numerical
train657,Numerical,Numerical
train658,Numerical,Numerical
train659,Numerical,Numerical
train660,Numerical,Numerical
train661,Numerical,Numerical
train662,Numerical,Numerical
train663,Numerical,Numerical
train664,Numerical,Numerical
train665,Numerical,Numerical
train666,Numerical,Numerical
train667,Numerical,Numerical
train668,Numerical,Numerical
train669,Numerical,Numerical
train670,Numerical,Numerical
train671,Numerical,Numerical
train672,Numerical,Numerical
train673,Numerical,Numerical
train674,Numerical,Numerical
train675,Numerical,Numerical
train676,Numerical,Numerical
train677,Numerical,Numerical
train678,Numerical,Numerical
train679,Numerical,Numerical
train680,Numerical,Numerical
train681,Numerical,Numerical
train682,Numerical,Numerical
train683,Numerical,Numerical
train684,Numerical,Numerical
train685,Numerical,Numerical
train686,Numerical,Numerical
train687,Numerical,Numerical
train688,Numerical,Numerical
train689,Numerical,Numerical
train690,Numerical,Numerical
train691,Numerical,Numerical
train692,Numerical,Numerical
train693,Numerical,Numerical
train694,Numerical,Numerical
train695,Numerical,Numerical
train696,Numerical,Numerical
train697,Numerical,Numerical
train698,Numerical,Numerical
train699,Numerical,Numerical
train700,Numerical,Numerical
train701,Numerical,Numerical
train702,Numerical,Numerical
train703,Numerical,Numerical
train704,Numerical,Numerical
train705,Numerical,Numerical
train706,Numerical,Numerical
train707,Numerical,Numerical
train708,Numerical,Numerical
train709,Numerical,Numerical
train710,Numerical,Numerical
train711,Numerical,Numerical
train712,Numerical,Numerical
train713,Numerical,Numerical
train714,Numerical,Numerical
train715,Numerical,Numerical
train716,Numerical,Numerical
train717,Numerical,Numerical
train718,Numerical,Numerical
train719,Numerical,Numerical
train720,Numerical,Numerical
train721,Numerical,Numerical
train722,Numerical,Numerical
train723,Numerical,Numerical
train724,Numerical,Numerical
train725,Numerical,Numerical
train726,Numerical,Numerical
train727,Numerical,Numerical
train728,Numerical,Numerical
train729,Numerical,Numerical
train730,Numerical,Numerical
train731,Numerical,Numerical
train732,Numerical,Numerical
train733,Numerical,Numerical
train734,Numerical,Numerical
train735,Numerical,Numerical
train736,Numerical,Numerical
train737,Numerical,Numerical
train738,Numerical,Numerical
train739,Numerical,Numerical
train740,Numerical,Numerical
train741,Numerical,Numerical
train742,Numerical,Numerical
train743,Numerical,Numerical
train744,Numerical,Numerical
train745,Numerical,Numerical
train746,Numerical,Numerical
train747,Numerical,Numerical
train748,Numerical,Numerical
train749,Numerical,Numerical
train750,Numerical,Numerical
train751,Numerical,Numerical
train752,Numerical,Numerical
train753,Numerical,Numerical
train754,Numerical,Numerical
train755,Numerical,Numerical
train756,Numerical,Numerical
train757,Numerical,Numerical
train758,Numerical,Numerical
train759,Numerical,Numerical
train760,Numerical,Numerical
train761,Numerical,Numerical
train762,Numerical,Numerical
train763,Numerical,Numerical
train764,Numerical,Numerical
train765,Numerical,Numerical
train766,Numerical,Numerical
train767,Numerical,Numerical
train768,Numerical,Numerical
train769,Numerical,Numerical
train770,Numerical,Numerical
train771,Numerical,Numerical
train772,Numerical,Numerical
train773,Numerical,Numerical
train774,Numerical,Numerical
train775,Numerical,Numerical
train776,Numerical,Numerical
train777,Numerical,Numerical
train778,Numerical,Numerical
train779,Numerical,Numerical
train780,Numerical,Numerical
train781,Numerical,Numerical
train782,Numerical,Numerical
train783,Numerical,Numerical
train784,Numerical,Numerical
train785,Numerical,Numerical
train786,Numerical,Numerical
train787,Numerical,Numerical
train788,Numerical,Numerical
train789,Numerical,Numerical
train790,Numerical,Numerical
train791,Numerical,Numerical
train792,Numerical,Numerical
train793,Numerical,Numerical
train794,Numerical,Numerical
train795,Numerical,Numerical
train796,Numerical,Numerical
train797,Numerical,Numerical
train798,Numerical,Numerical
train799,Numerical,Numerical
train800,Numerical,Numerical
train801,Numerical,Numerical
train802,Numerical,Numerical
train803,Numerical,Numerical
train804,Numerical,Numerical
train805,Numerical,Numerical
train806,Numerical,Numerical
train807,Numerical,Numerical
train808,Numerical,Numerical
train809,Numerical,Numerical
train810,Numerical,Numerical
train811,Numerical,Numerical
train812,Numerical,Numerical
train813,Numerical,Numerical
train814,Numerical,Numerical
train815,Numerical,Numerical
train816,Numerical,Numerical
train817,Numerical,Numerical
train818,Numerical,Numerical
train819,Numerical,Numerical
train820,Numerical,Numerical
train821,Numerical,Numerical
train822,Numerical,Numerical
train823,Numerical,Numerical
train824,Numerical,Numerical
train825,Numerical,Numerical
train826,Numerical,Numerical
train827,Numerical,Numerical
train828,Numerical,Numerical
train829,Numerical,Numerical
train830,Numerical,Numerical
train831,Numerical,Numerical
train832,Numerical,Numerical
train833,Numerical,Numerical
train834,Numerical,Numerical
train835,Numerical,Numerical
train836,Numerical,Numerical
train837,Numerical,Numerical
train838,Numerical,Numerical
train839,Numerical,Numerical
train840,Numerical,Numerical
train841,Numerical,Numerical
train842,Numerical,Numerical
train843,Numerical,Numerical
train844,Numerical,Numerical
train845,Numerical,Numerical
train846,Numerical,Numerical
train847,Numerical,Numerical
train848,Numerical,Numerical
train849,Numerical,Numerical
train850,Numerical,Numerical
train851,Numerical,Numerical
train852,Numerical,Numerical
train853,Numerical,Numerical
train854,Numerical,Numerical
train855,Numerical,Numerical
train856,Numerical,Numerical
train857,Numerical,Numerical
train858,Numerical,Numerical
train859,Numerical,Numerical
train860,Numerical,Numerical
train861,Numerical,Numerical
train862,Numerical,Numerical
train863,Numerical,Numerical
train864,Numerical,Numerical
train865,Numerical,Numerical
train866,Numerical,Numerical
train867,Numerical,Numerical
train868,Numerical,Numerical
train869,Numerical,Numerical
train870,Numerical,Numerical
train871,Numerical,Numerical
train872,Numerical,Numerical
train873,Numerical,Numerical
train874,Numerical,Numerical
train875,Numerical,Numerical
train876,Numerical,Numerical
train877,Numerical,Numerical
train878,Numerical,Numerical
train879,Numerical,Numerical
train880,Numerical,Numerical
train881,Numerical,Numerical
train882,Numerical,Numerical
train883,Numerical,Numerical
train884,Numerical,Numerical
train885,Numerical,Numerical
train886,Numerical,Numerical
train887,Numerical,Numerical
train888,Numerical,Numerical
train889,Numerical,Numerical
train890,Numerical,Numerical
train891,Numerical,Numerical
train892,Numerical,Numerical
train893,Numerical,Numerical
train894,Numerical,Numerical
train895,Numerical,Numerical
train896,Numerical,Numerical
train897,Numerical,Numerical
train898,Numerical,Numerical
train899,Numerical,Numerical
train900,Numerical,Numerical
train901,Numerical,Numerical
train902,Numerical,Numerical
train903,Numerical,Numerical
train904,Numerical,Numerical
train905,Numerical,Numerical
train906,Numerical,Numerical
train907,Numerical,Numerical
train908,Numerical,Numerical
train909,Numerical,Numerical
train910,Numerical,Numerical
train911,Numerical,Numerical
train912,Numerical,Numerical
train913,Numerical,Numerical
train914,Numerical,Numerical
train915,Numerical,Numerical
train916,Numerical,Numerical
train917,Numerical,Numerical
train918,Numerical,Numerical
train919,Numerical,Numerical
train920,Numerical,Numerical
train921,Numerical,Numerical
train922,Numerical,Numerical
train923,Numerical,Numerical
train924,Numerical,Numerical
train925,Numerical,Numerical
train926,Numerical,Numerical
train927,Numerical,Numerical
train928,Numerical,Numerical
train929,Numerical,Numerical
train930,Numerical,Numerical
train931,Numerical,Numerical
train932,Numerical,Numerical
train933,Numerical,Numerical
train934,Numerical,Numerical
train935,Numerical,Numerical
train936,Numerical,Numerical
train937,Numerical,Numerical
train938,Numerical,Numerical
train939,Numerical,Numerical
train940,Numerical,Numerical
train941,Numerical,Numerical
train942,Numerical,Numerical
train943,Numerical,Numerical
train944,Numerical,Numerical
train945,Numerical,Numerical
train946,Numerical,Numerical
train947,Numerical,Numerical
train948,Numerical,Numerical
train949,Numerical,Numerical
train950,Numerical,Numerical
train951,Numerical,Numerical
train952,Numerical,Numerical
train953,Numerical,Numerical
train954,Numerical,Numerical
train955,Numerical,Numerical
train956,Numerical,Numerical
train957,Numerical,Numerical
train958,Numerical,Numerical
train959,Numerical,Numerical
train960,Numerical,Numerical
train961,Numerical,Numerical
train962,Numerical,Numerical
train963,Numerical,Numerical
train964,Numerical,Numerical
train965,Numerical,Numerical
train966,Numerical,Numerical
train967,Numerical,Numerical
train968,Numerical,Numerical
train969,Numerical,Numerical
train970,Numerical,Numerical
train971,Numerical,Numerical
train972,Numerical,Numerical
train973,Numerical,Numerical
train974,Numerical,Numerical
train975,Numerical,Numerical
train976,Numerical,Numerical
train977,Numerical,Numerical
train978,Numerical,Numerical
train979,Numerical,Numerical
train980,Numerical,Numerical
train981,Numerical,Numerical
train982,Numerical,Numerical
train983,Numerical,Numerical
train984,Numerical,Numerical
train985,Numerical,Numerical
train986,Numerical,Numerical
train987,Numerical,Numerical
train988,Numerical,Numerical
train989,Numerical,Numerical
train990,Numerical,Numerical
train991,Numerical,Numerical
train992,Numerical,Numerical
train993,Numerical,Numerical
train994,Numerical,Numerical
train995,Numerical,Numerical
train996,Numerical,Numerical
train997,Numerical,Numerical
train998,Numerical,Numerical
train999,Numerical,Numerical
train1000,Numerical,Numerical
train1001,Numerical,Numerical
train1002,Numerical,Numerical
train1003,Numerical,Numerical
train1004,Numerical,Numerical
train1005,Numerical,Numerical
train1006,Numerical,Numerical
train1007,Numerical,Numerical
train1008,Numerical,Numerical
train1009,Numerical,Numerical
train1010,Numerical,Numerical
train1011,Numerical,Numerical
train1012,Numerical,Numerical
train1013,Numerical,Numerical
train1014,Numerical,Numerical
train1015,Numerical,Numerical
train1016,Numerical,Numerical
train1017,Numerical,Numerical
train1018,Numerical,Numerical
train1019,Numerical,Numerical
train1020,Numerical,Numerical
train1021,Numerical,Numerical
train1022,Numerical,Numerical
train1023,Numerical,Numerical
train1024,Numerical,Numerical
train1025,Numerical,Numerical
train1026,Numerical,Numerical
train1027,Numerical,Numerical
train1028,Numerical,Numerical
train1029,Numerical,Numerical
train1030,Numerical,Numerical
train1031,Numerical,Numerical
train1032,Numerical,Numerical
train1033,Numerical,Numerical
train1034,Numerical,Numerical
train1035,Numerical,Numerical
train1036,Numerical,Numerical
train1037,Numerical,Numerical
train1038,Numerical,Numerical
train1039,Numerical,Numerical
train1040,Numerical,Numerical
train1041,Numerical,Numerical
train1042,Numerical,Numerical
train1043,Numerical,Numerical
train1044,Numerical,Numerical
train1045,Numerical,Numerical
train1046,Numerical,Numerical
train1047,Numerical,Numerical
train1048,Numerical,Numerical
train1049,Numerical,Numerical
train1050,Numerical,Numerical
train1051,Numerical,Numerical
train1052,Numerical,Numerical
train1053,Numerical,Numerical
train1054,Numerical,Numerical
train1055,Numerical,Numerical
train1056,Numerical,Numerical
train1057,Numerical,Numerical
train1058,Numerical,Numerical
train1059,Numerical,Numerical
train1060,Numerical,Numerical
train1061,Numerical,Numerical
train1062,Numerical,Numerical
train1063,Numerical,Numerical
train1064,Numerical,Numerical
train1065,Numerical,Numerical
train1066,Numerical,Numerical
train1067,Numerical,Numerical
train1068,Numerical,Numerical
train1069,Numerical,Numerical
